gnipercapita_constant_2000_us,geo,time
16830,ita,1994
17380,ita,1995
17610,ita,1996
18040,ita,1997
18280,ita,1998
18620,ita,1999
19240,ita,2000
19600,ita,2001
19630,ita,2002
19460,ita,2003
19680,ita,2004
19790,ita,2005
20160,ita,2006
20280,ita,2007
19690,ita,2008
18610,ita,2009
18850,ita,2010
18810,ita,2011
3345,jam,2000
8439,jpn,1961
9101,jpn,1962
9768,jpn,1963
10790,jpn,1964
11300,jpn,1965
12390,jpn,1966
13640,jpn,1967
15330,jpn,1968
16900,jpn,1969
16620,jpn,1970
17200,jpn,1971
18410,jpn,1972
19730,jpn,1973
19080,jpn,1974
19370,jpn,1975
19990,jpn,1976
20680,jpn,1977
21590,jpn,1978
22610,jpn,1979
23030,jpn,1980
23780,jpn,1981
24460,jpn,1982
25060,jpn,1983
26040,jpn,1984
27570,jpn,1985
28170,jpn,1986
29240,jpn,1987
31210,jpn,1988
32780,jpn,1989
34470,jpn,1990
35520,jpn,1991
35780,jpn,1992
35770,jpn,1993
35920,jpn,1994
36540,jpn,1995
37500,jpn,1996
38050,jpn,1997
37210,jpn,1998
37040,jpn,1999
37840,jpn,2000
37960,jpn,2001
37970,jpn,2002
38540,jpn,2003
39510,jpn,2004
40200,jpn,2005
41080,jpn,2006
42180,jpn,2007
41710,jpn,2008
39250,jpn,2009
40960,jpn,2010
1395,jor,1976
1424,jor,1977
1624,jor,1978
1708,jor,1979
1958,jor,1980
1988,jor,1981
2048,jor,1982
1986,jor,1983
2032,jor,1984
2018,jor,1985
2067,jor,1986
2024,jor,1987
1878,jor,1988
1562,jor,1989
1525,jor,1990
1352,jor,1991
1557,jor,1992
1572,jor,1993
1592,jor,1994
1654,jor,1995
1635,jor,1996
1663,jor,1997
1680,jor,1998
1703,jor,1999
1785,jor,2000
1844,jor,2001
1886,jor,2002
1924,jor,2003
2059,jor,2004
2180,jor,2005
2311,jor,2006
2464,jor,2007
2574,jor,2008
2633,jor,2009
2572,jor,2010
2576,jor,2011
1232,kaz,1993
1089,kaz,1994
1015,kaz,1995
1033,kaz,1996
1063,kaz,1997
1061,kaz,1998
1080,kaz,1999
1145,kaz,2000
1325,kaz,2001
1472,kaz,2002
1589,kaz,2003
1709,kaz,2004
1797,kaz,2005
1909,kaz,2006
2034,kaz,2007
1985,kaz,2008
2091,kaz,2009
2158,kaz,2010
2216,kaz,2011
225.8,ken,1961
240.2,ken,1962
252.3,ken,1963
256.5,ken,1964
254.2,ken,1965
281.2,ken,1966
280.6,ken,1967
293.7,ken,1968
310.2,ken,1969
286.6,ken,1970
338.3,ken,1971
381.2,ken,1972
379.4,ken,1973
383.9,ken,1974
375.6,ken,1975
364.6,ken,1976
385.8,ken,1977
398.2,ken,1978
412.7,ken,1979
421.8,ken,1980
421.2,ken,1981
409,ken,1982
401.9,ken,1983
393.5,ken,1984
395.2,ken,1985
408.5,ken,1986
416.5,ken,1987
425.4,ken,1988
434.3,ken,1989
432.4,ken,1990
422.4,ken,1991
406.5,ken,1992
386.8,ken,1993
389.4,ken,1994
401.7,ken,1995
413.8,ken,1996
407,ken,1997
411.3,ken,1998
408.5,ken,1999
401.9,ken,2000
405.8,ken,2001
398.3,ken,2002
398.7,ken,2003
409.2,ken,2004
425.8,ken,2005
440,ken,2006
457.9,ken,2007
455,ken,2008
455.2,ken,2009
466.2,ken,2010
478.2,ken,2011
1310,kir,2000
1196,kor,1961
1186,kor,1962
1269,kor,1963
1330,kor,1964
1349,kor,1965
1463,kor,1966
1506,kor,1967
1646,kor,1968
1830,kor,1969
2019,kor,1970
2123,kor,1971
2164,kor,1972
2372,kor,1973
2496,kor,1974
2570,kor,1975
2804,kor,1976
3037,kor,1977
3282,kor,1978
3439,kor,1979
3303,kor,1980
3427,kor,1981
3624,kor,1982
3970,kor,1983
4227,kor,1984
4459,kor,1985
4897,kor,1986
5437,kor,1987
6000,kor,1988
6376,kor,1989
6892,kor,1990
7463,kor,1991
7829,kor,1992
8232,kor,1993
8849,kor,1994
9514,kor,1995
10080,kor,1996
10430,kor,1997
9527,kor,1998
10420,kor,1999
11290,kor,2000
11680,kor,2001
12490,kor,2002
12780,kor,2003
13350,kor,2004
13790,kor,2005
14470,kor,2006
15140,kor,2007
15460,kor,2008
15390,kor,2009
16230,kor,2010
23920,kwt,1995
23910,kwt,1996
24670,kwt,1997
24030,kwt,1998
21990,kwt,1999
22890,kwt,2000
21090,kwt,2001
19980,kwt,2002
22500,kwt,2003
24790,kwt,2004
360.3,kgz,1992
303.6,kgz,1993
240,kgz,1994
223.1,kgz,1995
235.8,kgz,1996
251.8,kgz,1997
251.5,kgz,1998
253.3,kgz,1999
262.9,kgz,2000
279.8,kgz,2001
278.2,kgz,2002
295.8,kgz,2003
308.7,kgz,2004
308.2,kgz,2005
320.1,kgz,2006
345.1,kgz,2007
364,kgz,2008
367.8,kgz,2009
349,kgz,2010
375.2,kgz,2011
289.2,lao,1998
308.6,lao,1999
312.3,lao,2000
325.3,lao,2001
339.9,lao,2002
347.9,lao,2003
370.3,lao,2004
397.5,lao,2005
411.7,lao,2006
445.6,lao,2007
467.4,lao,2008
504.7,lao,2009
519.4,lao,2010
547.2,lao,2011
3435,lva,1991
2367,lva,1992
2300,lva,1993
2387,lva,1994
2403,lva,1995
2530,lva,1996
2771,lva,1997
2927,lva,1998
3036,lva,1999
3293,lva,2000
3602,lva,2001
3864,lva,2002
4140,lva,2003
4440,lva,2004
4982,lva,2005
5527,lva,2006
6087,lva,2007
5995,lva,2008
5380,lva,2009
5118,lva,2010
4623,lbn,1994
4821,lbn,1995
4908,lbn,1996
4681,lbn,1997
4734,lbn,1998
4671,lbn,1999
4698,lbn,2000
4695,lbn,2001
4562,lbn,2002
3989,lbn,2003
4946,lbn,2004
5083,lbn,2005
5142,lbn,2006
5591,lbn,2007
5975,lbn,2008
6304,lbn,2009
6750,lbn,2010
6556,lbn,2011
216.2,lso,1966
231.7,lso,1967
229.3,lso,1968
228.7,lso,1969
234.4,lso,1970
242.6,lso,1971
244.6,lso,1972
305.3,lso,1973
379.5,lso,1974
343.7,lso,1975
405.6,lso,1976
468.2,lso,1977
501.2,lso,1978
498.3,lso,1979
453.5,lso,1980
455.9,lso,1981
496.9,lso,1982
479.4,lso,1983
510.5,lso,1984
496.4,lso,1985
484.3,lso,1986
462.2,lso,1987
468.3,lso,1988
470.5,lso,1989
484.3,lso,1990
474,lso,1991
480.4,lso,1992
471.9,lso,1993
482.7,lso,1994
472.7,lso,1995
483,lso,1996
486.3,lso,1997
489,lso,1998
479.2,lso,1999
495.7,lso,2000
496.1,lso,2001
497.5,lso,2002
533.1,lso,2003
528.9,lso,2004
590.8,lso,2005
585.5,lso,2006
589,lso,2007
649.6,lso,2008
652.9,lso,2009
645.9,lso,2010
657.5,lso,2011
180.5,lbr,2000
153.1,lbr,2001
192.5,lbr,2002
47.84,lbr,2003
132.7,lbr,2004
152.4,lbr,2005
172.3,lbr,2006
191.9,lbr,2007
206.8,lbr,2008
222.3,lbr,2009
232.7,lbr,2010
257.1,lbr,2011
74110,lie,2000
2532,ltu,1995
2660,ltu,1996
2854,ltu,1997
3085,ltu,1998
3070,ltu,1999
3212,ltu,2000
3454,ltu,2001
3713,ltu,2002
4053,ltu,2003
4364,ltu,2004
9450,lux,1961
9643,lux,1962
9931,lux,1963
10560,lux,1964
10380,lux,1965
10420,lux,1966
10380,lux,1967
10760,lux,1968
11620,lux,1969
11740,lux,1970
12400,lux,1971
13270,lux,1972
13760,lux,1973
13960,lux,1974
14680,lux,1975
15350,lux,1976
16120,lux,1977
16730,lux,1978
17080,lux,1979
17470,lux,1980
18020,lux,1981
19970,lux,1982
21100,lux,1983
22120,lux,1984
22860,lux,1985
24420,lux,1986
25520,lux,1987
26950,lux,1988
29000,lux,1989
30670,lux,1990
33130,lux,1991
33150,lux,1992
33420,lux,1993
32980,lux,1994
33990,lux,1995
34160,lux,1996
37000,lux,1997
37300,lux,1998
38890,lux,1999
40480,lux,2000
41900,lux,2001
40400,lux,2002
37620,lux,2003
43610,lux,2004
44410,lux,2005
40060,lux,2006
44440,lux,2007
40740,lux,2008
33640,lux,2009
35550,lux,2010
35620,lux,2011
14350,mac,2000
2035,mkd,1990
1907,mkd,1991
1728,mkd,1992
1607,mkd,1993
1583,mkd,1994
1564,mkd,1995
1571,mkd,1996
1581,mkd,1997
1626,mkd,1998
1681,mkd,1999
1750,mkd,2000
1685,mkd,2001
1687,mkd,2002
1728,mkd,2003
1815,mkd,2004
1866,mkd,2005
1983,mkd,2006
2010,mkd,2007
2185,mkd,2008
2166,mkd,2009
2190,mkd,2010
2251,mkd,2011
392.9,mdg,1961
392,mdg,1962
378.8,mdg,1963
384.4,mdg,1964
373.4,mdg,1965
385.5,mdg,1966
396.7,mdg,1967
413.2,mdg,1968
415.5,mdg,1969
427,mdg,1970
430.8,mdg,1971
415.8,mdg,1972
393.4,mdg,1973
388.7,mdg,1974
383.6,mdg,1975
361.6,mdg,1976
361.8,mdg,1977
342.6,mdg,1978
365.1,mdg,1979
358,mdg,1980
311.6,mdg,1981
297.2,mdg,1982
290.6,mdg,1983
282.3,mdg,1984
280,mdg,1985
276.6,mdg,1986
268.3,mdg,1987
267,mdg,1988
269.1,mdg,1989
278.4,mdg,1990
247.8,mdg,1991
247.7,mdg,1992
246.4,mdg,1993
236.6,mdg,1994
233.2,mdg,1995
233,mdg,1996
237.3,mdg,1997
240.2,mdg,1998
245.7,mdg,1999
247.8,mdg,2000
255.8,mdg,2001
216,mdg,2002
230.3,mdg,2003
234.6,mdg,2004
238.9,mdg,2005
243.8,mdg,2006
253.2,mdg,2007
263.9,mdg,2008
243.4,mdg,2009
152,mwi,2000
823.4,mys,1961
856.2,mys,1962
889.1,mys,1963
902.8,mys,1964
941.3,mys,1965
990.5,mys,1966
1016,mys,1967
1069,mys,1968
1080,mys,1969
1112,mys,1970
1149,mys,1971
1228,mys,1972
1326,mys,1973
1390,mys,1974
1386,mys,1975
1499,mys,1976
1577,mys,1977
1630,mys,1978
1739,mys,1979
1840,mys,1980
1926,mys,1981
1967,mys,1982
1999,mys,1983
2082,mys,1984
1998,mys,1985
1985,mys,1986
2036,mys,1987
2187,mys,1988
2315,mys,1989
2487,mys,1990
2631,mys,1991
2783,mys,1992
2995,mys,1993
3187,mys,1994
3416,mys,1995
3663,mys,1996
3807,mys,1997
3437,mys,1998
3498,mys,1999
3681,mys,2000
3654,mys,2001
3792,mys,2002
3967,mys,2003
4152,mys,2004
4308,mys,2005
4553,mys,2006
4809,mys,2007
4899,mys,2008
4798,mys,2009
4987,mys,2010
1606,mdv,1995
1717,mdv,1996
1849,mdv,1997
1994,mdv,1998
2101,mdv,1999
2175,mdv,2000
2231,mdv,2001
2336,mdv,2002
2689,mdv,2003
2938,mdv,2004
186.6,mli,1990
186.6,mli,1991
197.1,mli,1992
188.6,mli,1993
182.9,mli,1994
187.9,mli,1995
188.8,mli,1996
195.7,mli,1997
202.2,mli,1998
210.3,mli,1999
211.8,mli,2000
219.6,mli,2001
220.7,mli,2002
236.8,mli,2003
234,mli,2004
241,mli,2005
241.3,mli,2006
2211,mlt,1970
2269,mlt,1971
2417,mlt,1972
2487,mlt,1973
2794,mlt,1974
3401,mlt,1975
3879,mlt,1976
4288,mlt,1977
4632,mlt,1978
4964,mlt,1979
5425,mlt,1980
5650,mlt,1981
5766,mlt,1982
5496,mlt,1983
5617,mlt,1984
5586,mlt,1985
5575,mlt,1986
5770,mlt,1987
6166,mlt,1988
6643,mlt,1989
7126,mlt,1990
7410,mlt,1991
7577,mlt,1992
7771,mlt,1993
8006,mlt,1994
8397,mlt,1995
8600,mlt,1996
8988,mlt,1997
9210,mlt,1998
9864,mlt,1999
10120,mlt,2000
10010,mlt,2001
10180,mlt,2002
10010,mlt,2003
9818,mlt,2004
9776,mlt,2005
10020,mlt,2006
10340,mlt,2007
10750,mlt,2008
9903,mlt,2009
10160,mlt,2010
2823,mhl,2000
548.5,mrt,1968
523.6,mrt,1969
582.9,mrt,1970
572.3,mrt,1971
556.8,mrt,1972
531.4,mrt,1973
587.3,mrt,1974
509.6,mrt,1975
501,mrt,1976
501.6,mrt,1977
505.2,mrt,1978
516.2,mrt,1979
525,mrt,1980
511.5,mrt,1981
487.4,mrt,1982
483.4,mrt,1983
466.3,mrt,1984
456,mrt,1985
461.5,mrt,1986
459.2,mrt,1987
462.5,mrt,1988
477.2,mrt,1989
458,mrt,1990
462.4,mrt,1991
459.8,mrt,1992
469,mrt,1993
447.3,mrt,1994
478.6,mrt,1995
516.1,mrt,1996
480.1,mrt,1997
489.9,mrt,1998
513.5,mrt,1999
493.5,mrt,2000
474.1,mrt,2001
518.4,mrt,2002
506.7,mrt,2003
520.4,mrt,2004
548.6,mrt,2005
598.1,mrt,2006
608.5,mrt,2007
621.5,mrt,2008
605.7,mrt,2009
594.2,mrt,2010
569.8,mrt,2011
1644,mus,1976
1701,mus,1977
1729,mus,1978
1750,mus,1979
1541,mus,1980
1579,mus,1981
1643,mus,1982
1638,mus,1983
1691,mus,1984
1800,mus,1985
1961,mus,1986
2153,mus,1987
2286,mus,1988
2402,mus,1989
2552,mus,1990
2668,mus,1991
2809,mus,1992
2909,mus,1993
2962,mus,1994
3070,mus,1995
3189,mus,1996
3350,mus,1997
3507,mus,1998
3557,mus,1999
3836,mus,2000
3933,mus,2001
3982,mus,2002
4048,mus,2003
4259,mus,2004
4282,mus,2005
4458,mus,2006
4791,mus,2007
4915,mus,2008
4980,mus,2009
5244,mus,2010
5458,mus,2011
2427,mex,1961
2465,mex,1962
2583,mex,1963
2789,mex,1964
2892,mex,1965
2969,mex,1966
3112,mex,1967
3307,mex,1968
3320,mex,1969
3426,mex,1970
3448,mex,1971
3620,mex,1972
3799,mex,1973
3891,mex,1974
3980,mex,1975
4022,mex,1976
4037,mex,1977
4276,mex,1978
4565,mex,1979
4853,mex,1980
5121,mex,1981
4816,mex,1982
4567,mex,1983
4665,mex,1984
4741,mex,1985
4432,mex,1986
4464,mex,1987
4476,mex,1988
4582,mex,1989
4742,mex,1990
4877,mex,1991
4967,mex,1992
4964,mex,1993
5082,mex,1994
4608,mex,1995
4786,mex,1996
5078,mex,1997
5246,mex,1998
5390,mex,1999
5666,mex,2000
5601,mex,2001
5590,mex,2002
5608,mex,2003
5787,mex,2004
5871,mex,2005
6089,mex,2006
6213,mex,2007
6229,mex,2008
5767,mex,2009
6035,mex,2010
6180,mex,2011
2240,fsm,2000
580.7,mda,1992
574.4,mda,1993
394.3,mda,1994
388.1,mda,1995
386.9,mda,1996
391.5,mda,1997
365.4,mda,1998
353.3,mda,1999
359.9,mda,2000
401.9,mda,2001
434.8,mda,2002
489.9,mda,2003
530.8,mda,2004
567.1,mda,2005
596.2,mda,2006
603.5,mda,2007
653,mda,2008
588.4,mda,2009
649.8,mda,2010
688.9,mda,2011
75380,mco,2000
469.3,mng,2000
1634,mne,2000
617.8,mar,1961
675.1,mar,1962
693.2,mar,1963
684.9,mar,1964
662.4,mar,1965
631.5,mar,1966
676.8,mar,1967
720.9,mar,1968
761.7,mar,1969
783.6,mar,1970
803.9,mar,1971
803,mar,1972
810.7,mar,1973
838.3,mar,1974
879.7,mar,1975
948.7,mar,1976
980.2,mar,1977
972.4,mar,1978
990.3,mar,1979
995.9,mar,1980
936.4,mar,1981
1010,mar,1982
966,mar,1983
975.9,mar,1984
996.9,mar,1985
1064,mar,1986
1012,mar,1987
1094,mar,1988
1079,mar,1989
1128,mar,1990
1181,mar,1991
1117,mar,1992
1079,mar,1993
1180,mar,1994
1083,mar,1995
1203,mar,1996
1160,mar,1997
1245,mar,1998
1235,mar,1999
1239,mar,2000
1316,mar,2001
1347,mar,2002
1419,mar,2003
1476,mar,2004
1511,mar,2005
1609,mar,2006
1637,mar,2007
1706,mar,2008
1750,mar,2009
1800,mar,2010
1880,mar,2011
206.5,moz,1980
209.7,moz,1981
189.4,moz,1982
155.5,moz,1983
142.1,moz,1984
140.6,moz,1985
134.4,moz,1986
148.2,moz,1987
165,moz,1988
170.2,moz,1989
174.3,moz,1990
178.9,moz,1991
159.2,moz,1992
168.5,moz,1993
171.5,moz,1994
171.6,moz,1995
183.9,moz,1996
198.1,moz,1997
213.7,moz,1998
225.7,moz,1999
220.7,moz,2000
237.1,moz,2001
260.9,moz,2002
268.9,moz,2003
279.3,moz,2004
298,moz,2005
298.4,moz,2006
317.9,moz,2007
335.7,moz,2008
362.2,moz,2009
384,moz,2010
404.4,moz,2011
1862,nam,1980
2105,nam,1981
2008,nam,1982
1998,nam,1983
1889,nam,1984
1538,nam,1985
1666,nam,1986
1871,nam,1987
1668,nam,1988
1745,nam,1989
1858,nam,1990
1977,nam,1991
1996,nam,1992
1923,nam,1993
1999,nam,1994
2073,nam,1995
2034,nam,1996
2054,nam,1997
2077,nam,1998
2030,nam,1999
2079,nam,2000
2041,nam,2001
2122,nam,2002
2251,nam,2003
2403,nam,2004
2352,nam,2005
2496,nam,2006
2539,nam,2007
2561,nam,2008
2548,nam,2009
2586,nam,2010
2652,nam,2011
226,npl,2000
8475,nld,1961
8999,nld,1962
9152,nld,1963
9781,nld,1964
10680,nld,1965
10820,nld,1966
11270,nld,1967
11860,nld,1968
12480,nld,1969
13010,nld,1970
13340,nld,1971
13570,nld,1972
14280,nld,1973
14740,nld,1974
14440,nld,1975
15090,nld,1976
15270,nld,1977
15470,nld,1978
15810,nld,1979
16120,nld,1980
15760,nld,1981
15490,nld,1982
15840,nld,1983
16310,nld,1984
16440,nld,1985
16820,nld,1986
17240,nld,1987
17650,nld,1988
18360,nld,1989
18720,nld,1990
19110,nld,1991
19210,nld,1992
19460,nld,1993
20050,nld,1994
20730,nld,1995
21220,nld,1996
22110,nld,1997
22300,nld,1998
23690,nld,1999
24700,nld,2000
24650,nld,2001
24550,nld,2002
24570,nld,2003
25410,nld,2004
25320,nld,2005
26710,nld,2006
27420,nld,2007
26770,nld,2008
25600,nld,2009
26340,nld,2010
27000,nld,2011
12580,ncl,2000
9815,nzl,1977
9795,nzl,1978
10100,nzl,1979
10160,nzl,1980
10570,nzl,1981
10490,nzl,1982
10520,nzl,1983
10830,nzl,1984
10780,nzl,1985
11110,nzl,1986
11130,nzl,1987
11180,nzl,1988
11190,nzl,1989
11190,nzl,1990
10230,nzl,1991
10270,nzl,1992
10710,nzl,1993
11150,nzl,1994
11510,nzl,1995
11620,nzl,1996
11810,nzl,1997
11950,nzl,1998
12330,nzl,1999
12600,nzl,2000
13050,nzl,2001
13480,nzl,2002
13810,nzl,2003
13990,nzl,2004
14160,nzl,2005
14050,nzl,2006
14210,nzl,2007
13910,nzl,2008
14150,nzl,2009
14370,nzl,2010
923.7,nic,1961
999.9,nic,1962
1070,nic,1963
1148,nic,1964
1204,nic,1965
1191,nic,1966
1231,nic,1967
1192,nic,1968
1233,nic,1969
1196,nic,1970
1203,nic,1971
1181,nic,1972
1218,nic,1973
1362,nic,1974
1330,nic,1975
1342,nic,1976
1434,nic,1977
1242,nic,1978
883.4,nic,1979
937.7,nic,1980
949,nic,1981
922.1,nic,1982
938.9,nic,1983
906.3,nic,1984
840.5,nic,1985
851,nic,1986
842,nic,1987
639.7,nic,1988
577.4,nic,1989
669.9,nic,1990
537.6,nic,1991
504.2,nic,1992
501.8,nic,1993
537.8,nic,1994
585,nic,1995
624.2,nic,1996
650.5,nic,1997
680.5,nic,1998
717,nic,1999
736.1,nic,2000
741.6,nic,2001
743.5,nic,2002
753.9,nic,2003
788.6,nic,2004
822.1,nic,2005
850.5,nic,2006
871.2,nic,2007
883.3,nic,2008
845.2,nic,2009
871.7,nic,2010
906.6,nic,2011
163.1,ner,2000
325.5,nga,2000
11110,nor,1961
11320,nor,1962
11650,nor,1963
12140,nor,1964
12680,nor,1965
13050,nor,1966
13750,nor,1967
13950,nor,1968
14500,nor,1969
14680,nor,1970
15440,nor,1971
16120,nor,1972
16730,nor,1973
17250,nor,1974
18010,nor,1975
18890,nor,1976
19470,nor,1977
20010,nor,1978
20710,nor,1979
21650,nor,1980
21920,nor,1981
21830,nor,1982
22660,nor,1983
23990,nor,1984
25430,nor,1985
26440,nor,1986
26830,nor,1987
26400,nor,1988
26490,nor,1989
26870,nor,1990
27490,nor,1991
28580,nor,1992
29160,nor,1993
30630,nor,1994
31870,nor,1995
33340,nor,1996
34980,nor,1997
35690,nor,1998
36240,nor,1999
36970,nor,2000
38030,nor,2001
38470,nor,2002
38730,nor,2003
39870,nor,2004
40830,nor,2005
41250,nor,2006
41740,nor,2007
41160,nor,2008
40400,nor,2009
40440,nor,2010
40760,nor,2011
6639,omn,1990
6849,omn,1991
6993,omn,1992
7145,omn,1993
7180,omn,1994
7397,omn,1995
7492,omn,1996
7903,omn,1997
8087,omn,1998
8049,omn,1999
8442,omn,2000
9094,omn,2001
9071,omn,2002
9234,omn,2003
9480,omn,2004
250.1,pak,1967
261.4,pak,1968
268.4,pak,1969
291.2,pak,1970
284,pak,1971
279.6,pak,1972
292.6,pak,1973
294.4,pak,1974
298.5,pak,1975
308.3,pak,1976
315.2,pak,1977
340.7,pak,1978
344.6,pak,1979
368.2,pak,1980
383.1,pak,1981
392.8,pak,1982
416.4,pak,1983
417.9,pak,1984
429.5,pak,1985
416.3,pak,1986
443.8,pak,1987
453.5,pak,1988
458.7,pak,1989
468.1,pak,1990
469.7,pak,1991
486.8,pak,1992
481.6,pak,1993
484.8,pak,1994
498.4,pak,1995
503.5,pak,1996
493,pak,1997
491.9,pak,1998
497.7,pak,1999
505.3,pak,2000
504.6,pak,2001
520.3,pak,2002
549.1,pak,2003
574.3,pak,2004
606.5,pak,2005
631.7,pak,2006
654.7,pak,2007
654.4,pak,2008
670,pak,2009
692.2,pak,2010
700.3,pak,2011
6539,plw,2000
2864,pan,1980
2992,pan,1981
3248,pan,1982
3180,pan,1983
3073,pan,1984
3257,pan,1985
3154,pan,1986
3364,pan,1987
2731,pan,1988
2629,pan,1989
2802,pan,1990
2959,pan,1991
3149,pan,1992
3309,pan,1993
3370,pan,1994
3309,pan,1995
3370,pan,1996
3487,pan,1997
3640,pan,1998
3664,pan,1999
3723,pan,2000
3680,pan,2001
3813,pan,2002
3740,pan,2003
3890,pan,2004
4091,pan,2005
4366,pan,2006
4895,pan,2007
5320,pan,2008
5419,pan,2009
5686,pan,2010
6250,pan,2011
439.6,png,1961
461,png,1962
470.8,png,1963
500.1,png,1964
540.6,png,1965
562.1,png,1966
572.6,png,1967
581.2,png,1968
609.6,png,1969
642.8,png,1970
649.4,png,1971
665.9,png,1972
673.4,png,1973
662.8,png,1974
661.6,png,1975
634.9,png,1976
633.4,png,1977
675.9,png,1978
661.2,png,1979
629.3,png,1980
604.6,png,1981
580.7,png,1982
578.4,png,1983
577.1,png,1984
582.3,png,1985
601.2,png,1986
590.4,png,1987
596.9,png,1988
577,png,1989
546.7,png,1990
587.4,png,1991
615.4,png,1992
716.4,png,1993
751.9,png,1994
715.7,png,1995
724.5,png,1996
695.8,png,1997
647.4,png,1998
631.9,png,1999
614,png,2000
589.2,png,2001
576.3,png,2002
552.4,png,2003
565,png,2004
690.1,pry,1961
680.8,pry,1962
687.2,pry,1963
693.3,pry,1964
711.1,pry,1965
701.1,pry,1966
736.3,pry,1967
738.9,pry,1968
745.3,pry,1969
766.2,pry,1970
789.4,pry,1971
816,pry,1972
856.3,pry,1973
909.4,pry,1974
947.7,pry,1975
987.6,pry,1976
1069,pry,1977
1158,pry,1978
1262,pry,1979
1429,pry,1980
1512,pry,1981
1412,pry,1982
1331,pry,1983
1312,pry,1984
1316,pry,1985
1276,pry,1986
1274,pry,1987
1351,pry,1988
1423,pry,1989
1432,pry,1990
1377,pry,1991
1402,pry,1992
1443,pry,1993
1473,pry,1994
1514,pry,1995
1485,pry,1996
1483,pry,1997
1455,pry,1998
1406,pry,1999
1328,pry,2000
1331,pry,2001
1299,pry,2002
1323,pry,2003
1328,pry,2004
1355,pry,2005
1385,pry,2006
1448,pry,2007
1502,pry,2008
1404,pry,2009
1593,pry,2010
1630,pry,2011
1668,per,1961
1770,per,1962
1788,per,1963
1848,per,1964
1893,per,1965
1986,per,1966
2000,per,1967
1941,per,1968
1958,per,1969
2040,per,1970
2076,per,1971
2077,per,1972
2122,per,1973
2263,per,1974
2275,per,1975
2236,per,1976
2038,per,1977
2081,per,1978
2101,per,1979
2149,per,1980
2267,per,1981
2197,per,1982
1856,per,1983
1891,per,1984
1906,per,1985
2093,per,1986
2215,per,1987
1844,per,1988
1539,per,1989
1613,per,1990
1598,per,1991
1562,per,1992
1593,per,1993
1773,per,1994
1883,per,1995
1922,per,1996
2026,per,1997
2001,per,1998
1987,per,1999
2006,per,2000
1991,per,2001
2056,per,2002
2088,per,2003
2123,per,2004
2238,per,2005
2449,per,2006
2662,per,2007
2829,per,2008
2838,per,2009
3116,per,2010
3306,per,2011
701.5,phl,1961
713.8,phl,1962
739.6,phl,1963
740.3,phl,1964
754.5,phl,1965
765.6,phl,1966
782.6,phl,1967
790,phl,1968
806.1,phl,1969
804.2,phl,1970
829,phl,1971
847.7,phl,1972
901.2,phl,1973
914.1,phl,1974
934,phl,1975
982,phl,1976
1016,phl,1977
1040,phl,1978
1066,phl,1979
1084,phl,1980
1089,phl,1981
1083,phl,1982
1076,phl,1983
951.2,phl,1984
859.8,phl,1985
864.3,phl,1986
884,phl,1987
922.9,phl,1988
953,phl,1989
975.3,phl,1990
957.7,phl,1991
952.7,phl,1992
955.8,phl,1993
986.2,phl,1994
1012,phl,1995
1055,phl,1996
1101,phl,1997
1102,phl,1998
1013,phl,1999
1048,phl,2000
1055,phl,2001
1066,phl,2002
1098,phl,2003
1152,phl,2004
1182,phl,2005
1213,phl,2006
1276,phl,2007
1315,phl,2008
1306,phl,2009
1386,phl,2010
1419,phl,2011
2772,pol,1991
2802,pol,1992
2918,pol,1993
3164,pol,1994
3360,pol,1995
3595,pol,1996
3844,pol,1997
4037,pol,1998
4225,pol,1999
4438,pol,2000
4521,pol,2001
4584,pol,2002
4735,pol,2003
4901,pol,2004
5106,pol,2005
5395,pol,2006
5704,pol,2007
6087,pol,2008
6089,pol,2009
6335,pol,2010
2460,prt,1961
2601,prt,1962
2746,prt,1963
2938,prt,1964
3174,prt,1965
3315,prt,1966
3595,prt,1967
3929,prt,1968
4058,prt,1969
4623,prt,1970
4937,prt,1971
5343,prt,1972
5968,prt,1973
5964,prt,1974
5437,prt,1975
5609,prt,1976
5847,prt,1977
5905,prt,1978
6158,prt,1979
6353,prt,1980
6313,prt,1981
6312,prt,1982
6289,prt,1983
6087,prt,1984
6278,prt,1985
6658,prt,1986
7160,prt,1987
7763,prt,1988
8314,prt,1989
8717,prt,1990
9131,prt,1991
9270,prt,1992
9076,prt,1993
9106,prt,1994
9517,prt,1995
9821,prt,1996
10160,prt,1997
10620,prt,1998
10980,prt,1999
11230,prt,2000
11320,prt,2001
11440,prt,2002
11320,prt,2003
11420,prt,2004
11410,prt,2005
11360,prt,2006
11580,prt,2007
11520,prt,2008
11110,prt,2009
11360,prt,2010
11140,prt,2011
8874,pri,1992
9134,pri,1993
9255,pri,1994
9445,pri,1995
9544,pri,1996
9909,pri,1997
9816,pri,1998
10470,pri,1999
10870,pri,2000
10590,pri,2001
10410,pri,2002
10370,pri,2003
10680,pri,2004
10980,pri,2005
11170,pri,2006
11110,pri,2007
10670,pri,2008
10180,pri,2009
9865,pri,2010
1889,rou,1990
1667,rou,1991
1527,rou,1992
1549,rou,1993
1615,rou,1994
1730,rou,1995
1801,rou,1996
1696,rou,1997
1615,rou,1998
1596,rou,1999
1638,rou,2000
1757,rou,2001
1869,rou,2002
1968,rou,2003
2119,rou,2004
2240,rou,2005
2385,rou,2006
2592,rou,2007
2832,rou,2008
2659,rou,2009
