gdppercapita_us_inflation_adjusted,geo,time
267.4,sle,1969
285.3,sle,1970
289.9,sle,1971
287.3,sle,1972
288.4,sle,1973
292.9,sle,1974
292.1,sle,1975
285,sle,1976
279.3,sle,1977
280,sle,1978
286.4,sle,1979
293.7,sle,1980
295.7,sle,1981
303.3,sle,1982
290.5,sle,1983
295.5,sle,1984
272.8,sle,1985
268.7,sle,1986
279.9,sle,1987
253.1,sle,1988
249.7,sle,1989
254.8,sle,1990
259.9,sle,1991
211.3,sle,1992
216,sle,1993
213.5,sle,1994
197.3,sle,1995
207.2,sle,1996
171.8,sle,1997
168.6,sle,1998
152.1,sle,1999
153.5,sle,2000
174.6,sle,2001
212.6,sle,2002
221.3,sle,2003
227.3,sle,2004
234,sle,2005
242.9,sle,2006
251.4,sle,2007
259,sle,2008
261.4,sle,2009
268.3,sle,2010
278.2,sle,2011
2251,sgp,1960
2478,sgp,1961
2409,sgp,1962
2558,sgp,1963
2507,sgp,1964
2783,sgp,1965
3010,sgp,1966
3304,sgp,1967
3690,sgp,1968
4131,sgp,1969
4628,sgp,1970
5093,sgp,1971
5676,sgp,1972
6188,sgp,1973
6480,sgp,1974
6681,sgp,1975
7082,sgp,1976
7505,sgp,1977
8056,sgp,1978
8702,sgp,1979
9457,sgp,1980
9980,sgp,1981
10240,sgp,1982
10970,sgp,1983
11720,sgp,1984
11620,sgp,1985
11790,sgp,1986
12860,sgp,1987
13930,sgp,1988
14910,sgp,1989
15790,sgp,1990
16340,sgp,1991
16970,sgp,1992
18450,sgp,1993
19770,sgp,1994
20570,sgp,1995
21260,sgp,1996
22310,sgp,1997
21090,sgp,1998
22220,sgp,1999
23810,sgp,2000
22910,sgp,2001
23660,sgp,2002
25110,sgp,2003
27070,sgp,2004
28390,sgp,2005
29930,sgp,2006
31250,sgp,2007
30130,sgp,2008
28950,sgp,2009
32640,sgp,2010
33530,sgp,2011
4954,svk,1984
5092,svk,1985
5272,svk,1986
5371,svk,1987
5447,svk,1988
5486,svk,1989
5316,svk,1990
4538,svk,1991
4232,svk,1992
4059,svk,1993
4294,svk,1994
4532,svk,1995
4836,svk,1996
5042,svk,1997
5255,svk,1998
5251,svk,1999
5330,svk,2000
5526,svk,2001
5779,svk,2002
6054,svk,2003
6357,svk,2004
6775,svk,2005
7334,svk,2006
8095,svk,2007
8546,svk,2008
8106,svk,2009
8427,svk,2010
8694,svk,2011
8362,svn,1990
7613,svn,1991
7208,svn,1992
7431,svn,1993
7835,svn,1994
8119,svn,1995
8421,svn,1996
8850,svn,1997
9181,svn,1998
9663,svn,1999
10050,svn,2000
10320,svn,2001
10710,svn,2002
11010,svn,2003
11490,svn,2004
11930,svn,2005
12590,svn,2006
13380,svn,2007
13840,svn,2008
12610,svn,2009
12730,svn,2010
12690,svn,2011
1101,slb,1990
1135,slb,1991
1243,slb,1992
1256,slb,1993
1334,slb,1994
1404,slb,1995
1388,slb,1996
1331,slb,1997
1318,slb,1998
1276,slb,1999
1065,slb,2000
952.8,slb,2001
900.6,slb,2002
932.8,slb,2003
951.5,slb,2004
975.6,slb,2005
1015,slb,2006
1093,slb,2007
1141,slb,2008
1098,slb,2009
1144,slb,2010
1215,slb,2011
2204,zaf,1960
2218,zaf,1961
2290,zaf,1962
2397,zaf,1963
2526,zaf,1964
2690,zaf,1965
2749,zaf,1966
2884,zaf,1967
2941,zaf,1968
3014,zaf,1969
3104,zaf,1970
3163,zaf,1971
3143,zaf,1972
3213,zaf,1973
3334,zaf,1974
3316,zaf,1975
3319,zaf,1976
3246,zaf,1977
3275,zaf,1978
3325,zaf,1979
3463,zaf,1980
3561,zaf,1981
3460,zaf,1982
3310,zaf,1983
3390,zaf,1984
3263,zaf,1985
3181,zaf,1986
3167,zaf,1987
3223,zaf,1988
3227,zaf,1989
3152,zaf,1990
3056,zaf,1991
2929,zaf,1992
2903,zaf,1993
2934,zaf,1994
2960,zaf,1995
3020,zaf,1996
3030,zaf,1997
2975,zaf,1998
2972,zaf,1999
3020,zaf,2000
3040,zaf,2001
3108,zaf,2002
3159,zaf,2003
3264,zaf,2004
3398,zaf,2005
3548,zaf,2006
3704,zaf,2007
3796,zaf,2008
3698,zaf,2009
3753,zaf,2010
3825,zaf,2011
3711,esp,1960
4112,esp,1961
4480,esp,1962
4867,esp,1963
5075,esp,1964
5334,esp,1965
5662,esp,1966
5835,esp,1967
6140,esp,1968
6621,esp,1969
6831,esp,1970
7069,esp,1971
7577,esp,1972
8093,esp,1973
8466,esp,1974
8422,esp,1975
8601,esp,1976
8740,esp,1977
8747,esp,1978
8674,esp,1979
8809,esp,1980
8727,esp,1981
8789,esp,1982
8902,esp,1983
9024,esp,1984
9200,esp,1985
9470,esp,1986
9971,esp,1987
10460,esp,1988
10940,esp,1989
11340,esp,1990
11600,esp,1991
11670,esp,1992
11510,esp,1993
11750,esp,1994
12050,esp,1995
12310,esp,1996
12750,esp,1997
13280,esp,1998
13840,esp,1999
14410,esp,2000
14770,esp,2001
14960,esp,2002
15170,esp,2003
15410,esp,2004
15700,esp,2005
16070,esp,2006
16350,esp,2007
16250,esp,2008
15520,esp,2009
15420,esp,2010
15430,esp,2011
273.7,lka,1960
277.6,lka,1961
280.7,lka,1962
283.9,lka,1963
286.3,lka,1964
286.7,lka,1965
293.9,lka,1966
305.8,lka,1967
315.7,lka,1968
332.9,lka,1969
338.4,lka,1970
338.1,lka,1971
332.2,lka,1972
349.4,lka,1973
357.6,lka,1974
373.5,lka,1975
379.8,lka,1976
392.7,lka,1977
407.7,lka,1978
425.3,lka,1979
441.8,lka,1980
463.8,lka,1981
471.9,lka,1982
487.6,lka,1983
506.3,lka,1984
523.6,lka,1985
536.8,lka,1986
537.8,lka,1987
543.6,lka,1988
548.6,lka,1989
577.2,lka,1990
595,lka,1991
615.5,lka,1992
649.8,lka,1993
676.7,lka,1994
704.3,lka,1995
723.1,lka,1996
759.8,lka,1997
786.4,lka,1998
808.5,lka,1999
854.9,lka,2000
855.4,lka,2001
883.5,lka,2002
923.6,lka,2003
960.8,lka,2004
1010,lka,2005
1076,lka,2006
1138,lka,2007
1195,lka,2008
1224,lka,2009
1309,lka,2010
1402,lka,2011
284.8,sdn,1960
278.2,sdn,1961
290.4,sdn,1962
275.5,sdn,1963
266,sdn,1964
277.4,sdn,1965
261.1,sdn,1966
258.5,sdn,1967
257.1,sdn,1968
254,sdn,1969
261.9,sdn,1970
260.4,sdn,1971
240.1,sdn,1972
234.5,sdn,1973
253.5,sdn,1974
284.4,sdn,1975
321.6,sdn,1976
331.1,sdn,1977
301.8,sdn,1978
277.7,sdn,1979
272.9,sdn,1980
283.5,sdn,1981
290.5,sdn,1982
286.9,sdn,1983
264.2,sdn,1984
240.6,sdn,1985
247.2,sdn,1986
275.7,sdn,1987
268.7,sdn,1988
286.2,sdn,1989
264.2,sdn,1990
277.1,sdn,1991
287.8,sdn,1992
293.2,sdn,1993
288.5,sdn,1994
297.9,sdn,1995
307.5,sdn,1996
331.4,sdn,1997
337,sdn,1998
338.9,sdn,1999
358.5,sdn,2000
371.8,sdn,2001
382.8,sdn,2002
400.9,sdn,2003
411.7,sdn,2004
427.5,sdn,2005
464.1,sdn,2006
498.6,sdn,2007
519.3,sdn,2008
536.6,sdn,2009
549.9,sdn,2010
561.8,sdn,2011
2490,sur,1975
2417,sur,1976
2666,sur,1977
2860,sur,1978
2684,sur,1979
2536,sur,1980
2532,sur,1981
2477,sur,1982
2391,sur,1983
2283,sur,1984
2223,sur,1985
2122,sur,1986
1808,sur,1987
1928,sur,1988
2093,sur,1989
2050,sur,1990
2075,sur,1991
2042,sur,1992
1869,sur,1993
1905,sur,1994
1900,sur,1995
1898,sur,1996
1980,sur,1997
1983,sur,1998
1939,sur,1999
1911,sur,2000
1970,sur,2001
2037,sur,2002
2129,sur,2003
2284,sur,2004
2359,sur,2005
2423,sur,2006
2521,sur,2007
2600,sur,2008
2654,sur,2009
2737,sur,2010
576.8,swz,1970
637.6,swz,1971
652.8,swz,1972
690.7,swz,1973
708.6,swz,1974
782.9,swz,1975
743.1,swz,1976
727.6,swz,1977
714.6,swz,1978
714.4,swz,1979
779.3,swz,1980
867.5,swz,1981
852.9,swz,1982
838,swz,1983
861.2,swz,1984
861.9,swz,1985
929,swz,1986
1019,swz,1987
1040,swz,1988
1129,swz,1989
1320,swz,1990
1306,swz,1991
1318,swz,1992
1332,swz,1993
1338,swz,1994
1375,swz,1995
1397,swz,1996
1409,swz,1997
1443,swz,1998
1484,swz,1999
1508,swz,2000
1524,swz,2001
1549,swz,2002
1581,swz,2003
1625,swz,2004
1663,swz,2005
1716,swz,2006
1773,swz,2007
1795,swz,2008
1796,swz,2009
1811,swz,2010
1814,swz,2011
11360,swe,1960
11950,swe,1961
12390,swe,1962
12980,swe,1963
13760,swe,1964
14150,swe,1965
14310,swe,1966
14680,swe,1967
15130,swe,1968
15770,swe,1969
16570,swe,1970
16610,swe,1971
16940,swe,1972
17580,swe,1973
18090,swe,1974
18480,swe,1975
18610,swe,1976
18250,swe,1977
18510,swe,1978
19180,swe,1979
19470,swe,1980
19410,swe,1981
19630,swe,1982
19970,swe,1983
20810,swe,1984
21230,swe,1985
21790,swe,1986
22460,swe,1987
22960,swe,1988
23440,swe,1989
23490,swe,1990
23070,swe,1991
22660,swe,1992
22070,swe,1993
22790,swe,1994
23560,swe,1995
23900,swe,1996
24540,swe,1997
25550,swe,1998
26720,swe,1999
27870,swe,2000
28150,swe,2001
28750,swe,2002
29310,swe,2003
30430,swe,2004
31270,swe,2005
32430,swe,2006
33260,swe,2007
32800,swe,2008
30890,swe,2009
32630,swe,2010
33630,swe,2011
29180,che,1980
29490,che,1981
28930,che,1982
28990,che,1983
29760,che,1984
30720,che,1985
31120,che,1986
31420,che,1987
32210,che,1988
33340,che,1989
34210,che,1990
33470,che,1991
33090,che,1992
32750,che,1993
32900,che,1994
32840,che,1995
32860,che,1996
33450,che,1997
34260,che,1998
34570,che,1999
35640,che,2000
35850,che,2001
35650,che,2002
35390,che,2003
36000,che,2004
36740,che,2005
37880,che,2006
38980,che,2007
39320,che,2008
38080,che,2009
38830,che,2010
39170,che,2011
482.5,syr,1960
517.8,syr,1961
624.1,syr,1962
551.8,syr,1963
583.4,syr,1964
577.4,syr,1965
515.6,syr,1966
539.7,syr,1967
541.2,syr,1968
621.3,syr,1969
577.7,syr,1970
613.7,syr,1971
741.5,syr,1972
655.4,syr,1973
786.4,syr,1974
909,syr,1975
975.8,syr,1976
932.3,syr,1977
981,syr,1978
983.4,syr,1979
1065,syr,1980
1126,syr,1981
1111,syr,1982
1088,syr,1983
1008,syr,1984
1035,syr,1985
952.8,syr,1986
941.2,syr,1987
1034,syr,1988
913.9,syr,1989
955.1,syr,1990
1001,syr,1991
1103,syr,1992
1128,syr,1993
1182,syr,1994
1218,syr,1995
1241,syr,1996
1235,syr,1997
1283,syr,1998
1208,syr,1999
1209,syr,2000
1236,syr,2001
1269,syr,2002
1238,syr,2003
1286,syr,2004
1330,syr,2005
1369,syr,2006
1418,syr,2007
1452,syr,2008
1509,syr,2009
1526,syr,2010
457.1,tjk,1985
458.4,tjk,1986
438.5,tjk,1987
484,tjk,1988
439.7,tjk,1989
426.1,tjk,1990
387.4,tjk,1991
270,tjk,1992
222.2,tjk,1993
172.3,tjk,1994
148.7,tjk,1995
122.1,tjk,1996
122.4,tjk,1997
127.1,tjk,1998
130.2,tjk,1999
139.4,tjk,2000
152.2,tjk,2001
164.6,tjk,2002
179.9,tjk,2003
197.3,tjk,2004
215.9,tjk,2005
180.1,tjk,2006
216.5,tjk,2007
259.1,tjk,2008
265.6,tjk,2009
278.9,tjk,2010
295.4,tjk,2011
292,tza,1988
293.8,tza,1989
304.6,tza,1990
300.9,tza,1991
292.7,tza,1992
286.5,tza,1993
281.9,tza,1994
283.4,tza,1995
288.2,tza,1996
290.8,tza,1997
294.2,tza,1998
300.9,tza,1999
308,tza,2000
318.3,tza,2001
332.4,tza,2002
346.1,tza,2003
363.3,tza,2004
379.7,tza,2005
394.2,tza,2006
410.7,tza,2007
428.8,tza,2008
441.5,tza,2009
458.8,tza,2010
473.9,tza,2011
320.9,tha,1960
328.1,tha,1961
342.3,tha,1962
358.6,tha,1963
371.6,tha,1964
389.9,tha,1965
420.4,tha,1966
443,tha,1967
464.9,tha,1968
480.9,tha,1969
520.2,tha,1970
530.1,tha,1971
537.1,tha,1972
575.8,tha,1973
585.5,tha,1974
598.9,tha,1975
638.9,tha,1976
685.5,tha,1977
739.3,tha,1978
762.3,tha,1979
785,tha,1980
814.6,tha,1981
841.5,tha,1982
871.6,tha,1983
904.4,tha,1984
928.7,tha,1985
961.5,tha,1986
1033,tha,1987
1149,tha,1988
1268,tha,1989
1391,tha,1990
1493,tha,1991
1599,tha,1992
1718,tha,1993
1858,tha,1994
2012,tha,1995
2109,tha,1996
2057,tha,1997
1819,tha,1998
1877,tha,1999
1943,tha,2000
1962,tha,2001
2043,tha,2002
2164,tha,2003
2278,tha,2004
2360,tha,2005
2459,tha,2006
2563,tha,2007
2608,tha,2008
2531,tha,2009
2713,tha,2010
2699,tha,2011
337.9,tls,1999
380.9,tls,2000
324.8,tls,2001
319.3,tls,2002
304.8,tls,2003
303.6,tls,2004
319.5,tls,2005
299.9,tls,2006
324.6,tls,2007
361.1,tls,2008
395.4,tls,2009
420.6,tls,2010
452,tls,2011
176.6,tgo,1960
196.1,tgo,1961
201.7,tgo,1962
209.5,tgo,1963
235.2,tgo,1964
264.4,tgo,1965
278.8,tgo,1966
281.4,tgo,1967
282,tgo,1968
299,tgo,1969
295.1,tgo,1970
285.8,tgo,1971
299.3,tgo,1972
303.6,tgo,1973
311.3,tgo,1974
312.1,tgo,1975
299.4,tgo,1976
313.7,tgo,1977
341,tgo,1978
315.8,tgo,1979
352,tgo,1980
329.9,tgo,1981
307.5,tgo,1982
280.7,tgo,1983
286,tgo,1984
291.8,tgo,1985
286.8,tgo,1986
279.2,tgo,1987
288.9,tgo,1988
292.4,tgo,1989
284.4,tgo,1990
276.2,tgo,1991
260.1,tgo,1992
216.5,tgo,1993
243.7,tgo,1994
256.2,tgo,1995
270.6,tgo,1996
299.5,tgo,1997
282.9,tgo,1998
280.5,tgo,1999
270,tgo,2000
258.5,tgo,2001
249.7,tgo,2002
256.1,tgo,2003
255.7,tgo,2004
253,tgo,2005
257.4,tgo,2006
257.6,tgo,2007
258,tgo,2008
261.1,tgo,2009
265.9,tgo,2010
273.1,tgo,2011
1294,ton,1981
1352,ton,1982
1378,ton,1983
1401,ton,1984
1491,ton,1985
1519,ton,1986
1561,ton,1987
1527,ton,1988
1528,ton,1989
1494,ton,1990
1587,ton,1991
1589,ton,1992
1646,ton,1993
1725,ton,1994
1785,ton,1995
1780,ton,1996
1771,ton,1997
1812,ton,1998
1873,ton,1999
1926,ton,2000
1984,ton,2001
2040,ton,2002
2072,ton,2003
2079,ton,2004
2115,ton,2005
2068,ton,2006
1969,ton,2007
1980,ton,2008
2026,ton,2009
2069,ton,2010
2162,ton,2011
3342,tto,1960
3744,tto,1961
3800,tto,1962
3975,tto,1963
4238,tto,1964
4218,tto,1965
4324,tto,1966
4338,tto,1967
4484,tto,1968
4532,tto,1969
4630,tto,1970
4630,tto,1971
4859,tto,1972
4905,tto,1973
5055,tto,1974
5084,tto,1975
5352,tto,1976
5771,tto,1977
6264,tto,1978
6395,tto,1979
6948,tto,1980
7141,tto,1981
7293,tto,1982
6503,tto,1983
6029,tto,1984
5702,tto,1985
5458,tto,1986
5169,tto,1987
4937,tto,1988
4869,tto,1989
4912,tto,1990
5008,tto,1991
4887,tto,1992
4778,tto,1993
4911,tto,1994
5071,tto,1995
5241,tto,1996
5354,tto,1997
5744,tto,1998
5970,tto,1999
6311,tto,2000
6545,tto,2001
7044,tto,2002
8033,tto,2003
8638,tto,2004
9102,tto,2005
10260,tto,2006
10710,tto,2007
10960,tto,2008
10560,tto,2009
10520,tto,2010
10050,tto,2011
691.5,tun,1961
712.5,tun,1962
782.7,tun,1963
804,tun,1964
807.3,tun,1965
817.3,tun,1966
801.4,tun,1967
866.9,tun,1968
890.3,tun,1969
914.5,tun,1970
995.3,tun,1971
1153,tun,1972
1125,tun,1973
1193,tun,1974
1251,tun,1975
1319,tun,1976
1330,tun,1977
1378,tun,1978
1430,tun,1979
1495,tun,1980
1536,tun,1981
1489,tun,1982
1519,tun,1983
1575,tun,1984
1614,tun,1985
1542,tun,1986
1604,tun,1987
1570,tun,1988
1577,tun,1989
1661,tun,1990
1692,tun,1991
1787,tun,1992
1791,tun,1993
1815,tun,1994
1828,tun,1995
1930,tun,1996
2008,tun,1997
2081,tun,1998
2177,tun,1999
2245,tun,2000
2327,tun,2001
2341,tun,2002
2454,tun,2003
2576,tun,2004
2654,tun,2005
2776,tun,2006
2922,tun,2007
3023,tun,2008
3084,tun,2009
3144,tun,2010
3051,tun,2011
1583,tur,1960
1560,tur,1961
1606,tur,1962
1709,tur,1963
1760,tur,1964
1768,tur,1965
1923,tur,1966
1971,tur,1967
2060,tur,1968
2099,tur,1969
2121,tur,1970
2191,tur,1971
2302,tur,1972
2325,tur,1973
2402,tur,1974
2518,tur,1975
2722,tur,1976
2756,tur,1977
2738,tur,1978
2663,tur,1979
2540,tur,1980
2603,tur,1981
2634,tur,1982
2701,tur,1983
2818,tur,1984
2876,tur,1985
3017,tur,1986
3242,tur,1987
3258,tur,1988
3211,tur,1989
3448,tur,1990
3414,tur,1991
3525,tur,1992
3732,tur,1993
3499,tur,1994
3714,tur,1995
3924,tur,1996
4154,tur,1997
4184,tur,1998
3982,tur,1999
4189,tur,2000
3895,tur,2001
4078,tur,2002
4235,tur,2003
4569,tur,2004
4887,tur,2005
5155,tur,2006
5324,tur,2007
5288,tur,2008
4969,tur,2009
5356,tur,2010
5741,tur,2011
756.8,tkm,1987
819.4,tkm,1988
764.4,tkm,1989
1007,tkm,1990
934.4,tkm,1991
772.1,tkm,1992
762.1,tkm,1993
614.3,tkm,1994
557.5,tkm,1995
583.8,tkm,1996
509.1,tkm,1997
537.8,tkm,1998
619,tkm,1999
645.3,tkm,2000
665.9,tkm,2001
660.6,tkm,2002
675.1,tkm,2003
701.5,tkm,2004
784.5,tkm,2005
860.7,tkm,2006
944.7,tkm,2007
1070,tkm,2008
1122,tkm,2009
1210,tkm,2010
1370,tkm,2011
1128,tuv,1990
1162,tuv,1991
1188,tuv,1992
1231,tuv,1993
1352,tuv,1994
1279,tuv,1995
1198,tuv,1996
1313,tuv,1997
1510,tuv,1998
1480,tuv,1999
1459,tuv,2000
1475,tuv,2001
1581,tuv,2002
1519,tuv,2003
1490,tuv,2004
1426,tuv,2005
1457,tuv,2006
1540,tuv,2007
1643,tuv,2008
1612,tuv,2009
1560,tuv,2010
1576,tuv,2011
187.8,uga,1982
192.6,uga,1983
185.9,uga,1984
173.9,uga,1985
168.5,uga,1986
169,uga,1987
176.4,uga,1988
181,uga,1989
186.1,uga,1990
189.8,uga,1991
189.8,uga,1992
199.1,uga,1993
205.2,uga,1994
221.8,uga,1995
234.7,uga,1996
239.4,uga,1997
243.8,uga,1998
255.7,uga,1999
255.8,uga,2000
260.7,uga,2001
274.6,uga,2002
283.1,uga,2003
292.7,uga,2004
301.3,uga,2005
323.1,uga,2006
339.1,uga,2007
356.8,uga,2008
370.5,uga,2009
380,uga,2010
392.7,uga,2011
1406,ukr,1987
1436,ukr,1988
1484,ukr,1989
1387,ukr,1990
1267,ukr,1991
1141,ukr,1992
978.2,ukr,1993
757.6,ukr,1994
670.5,ukr,1995
608.8,ukr,1996
596,ukr,1997
589.9,ukr,1998
594.3,ukr,1999
635.7,ukr,2000
701.2,ukr,2001
745,ukr,2002
821.7,ukr,2003
928.2,ukr,2004
960.2,ukr,2005
1037,ukr,2006
1126,ukr,2007
1158,ukr,2008
991.1,ukr,2009
1037,ukr,2010
1095,ukr,2011
56040,are,1975
55800,are,1976
58380,are,1977
50260,are,1978
54290,are,1979
61370,are,1980
59770,are,1981
52610,are,1982
47660,are,1983
47170,are,1984
43110,are,1985
34620,are,1986
33710,are,1987
30900,are,1988
32730,are,1989
36600,are,1990
34960,are,1991
34260,are,1992
32930,are,1993
33450,are,1994
33930,are,1995
34070,are,1996
34920,are,1997
33190,are,1998
32490,are,1999
34400,are,2000
33590,are,2001
33300,are,2002
34670,are,2003
35320,are,2004
33290,are,2005
31930,are,2006
28430,are,2007
25570,are,2008
22510,are,2009
21090,are,2010
21060,are,2011
10030,gbr,1960
10210,gbr,1961
10250,gbr,1962
10580,gbr,1963
11040,gbr,1964
11280,gbr,1965
11440,gbr,1966
11650,gbr,1967
12050,gbr,1968
12250,gbr,1969
13040,gbr,1970
13250,gbr,1971
13680,gbr,1972
14650,gbr,1973
14400,gbr,1974
14300,gbr,1975
14710,gbr,1976
15060,gbr,1977
15570,gbr,1978
15990,gbr,1979
15620,gbr,1980
15410,gbr,1981
15730,gbr,1982
16300,gbr,1983
16710,gbr,1984
17270,gbr,1985
17920,gbr,1986
18700,gbr,1987
19600,gbr,1988
19990,gbr,1989
20090,gbr,1990
19750,gbr,1991
19720,gbr,1992
20110,gbr,1993
20920,gbr,1994
21500,gbr,1995
22060,gbr,1996
22730,gbr,1997
23460,gbr,1998
24130,gbr,1999
25060,gbr,2000
25690,gbr,2001
26210,gbr,2002
27110,gbr,2003
27750,gbr,2004
28350,gbr,2005
28910,gbr,2006
29770,gbr,2007
29290,gbr,2008
27930,gbr,2009
28240,gbr,2010
28270,gbr,2011
13720,usa,1960
13810,usa,1961
14430,usa,1962
14850,usa,1963
15490,usa,1964
16280,usa,1965
17140,usa,1966
17370,usa,1967
18030,usa,1968
18410,usa,1969
18230,usa,1970
18620,usa,1971
19440,usa,1972
20390,usa,1973
20100,usa,1974
19870,usa,1975
20750,usa,1976
21490,usa,1977
22460,usa,1978
22910,usa,1979
22630,usa,1980
22980,usa,1981
22310,usa,1982
23110,usa,1983
24550,usa,1984
25340,usa,1985
25970,usa,1986
26550,usa,1987
27390,usa,1988
28100,usa,1989
28300,usa,1990
27850,usa,1991
28400,usa,1992
28830,usa,1993
29660,usa,1994
30050,usa,1995
30830,usa,1996
31830,usa,1997
32850,usa,1998
34050,usa,1999
35080,usa,2000
35120,usa,2001
35430,usa,2002
36020,usa,2003
36930,usa,2004
37720,usa,2005
38350,usa,2006
38710,usa,2007
38210,usa,2008
36540,usa,2009
37330,usa,2010
37690,usa,2011
4182,ury,1960
4231,ury,1961
4113,ury,1962
4071,ury,1963
4123,ury,1964
4121,ury,1965
4204,ury,1966
4010,ury,1967
4049,ury,1968
4256,ury,1969
4332,ury,1970
4308,ury,1971
4246,ury,1972
4257,ury,1973
4377,ury,1974
4634,ury,1975
4798,ury,1976
4841,ury,1977
5068,ury,1978
5345,ury,1979
5619,ury,1980
5669,ury,1981
5083,ury,1982
4531,ury,1983
4450,ury,1984
4487,ury,1985
4851,ury,1986
5206,ury,1987
5250,ury,1988
5274,ury,1989
5254,ury,1990
5402,ury,1991
5788,ury,1992
5899,ury,1993
6282,ury,1994
6147,ury,1995
6465,ury,1996
6973,ury,1997
7249,ury,1998
7076,ury,1999
6914,ury,2000
6633,ury,2001
6120,ury,2002
6179,ury,2003
6492,ury,2004
6967,ury,2005
7234,ury,2006
7685,ury,2007
8212,ury,2008
8383,ury,2009
9097,ury,2010
9581,ury,2011
643.4,uzb,1987
685.4,uzb,1988
690,uzb,1989
684.7,uzb,1990
667,uzb,1991
578.6,uzb,1992
552.5,uzb,1993
513.6,uzb,1994
499.9,uzb,1995
498.8,uzb,1996
514.9,uzb,1997
528.5,uzb,1998
545.3,uzb,1999
558.2,uzb,2000
574.4,uzb,2001
590.1,uzb,2002
607.7,uzb,2003
647,uzb,2004
684.3,uzb,2005
725.3,uzb,2006
783,uzb,2007
839.9,uzb,2008
892.7,uzb,2009
941.7,uzb,2010
992.8,uzb,2011
1242,vut,1979
1071,vut,1980
1089,vut,1981
1177,vut,1982
1309,vut,1983
1403,vut,1984
1385,vut,1985
1351,vut,1986
1283,vut,1987
1231,vut,1988
1220,vut,1989
1327,vut,1990
1331,vut,1991
1326,vut,1992
1298,vut,1993
1378,vut,1994
1358,vut,1995
1362,vut,1996
1403,vut,1997
1438,vut,1998
1417,vut,1999
1470,vut,2000
1385,vut,2001
1290,vut,2002
1302,vut,2003
1323,vut,2004
1356,vut,2005
1418,vut,2006
1472,vut,2007
1524,vut,2008
1538,vut,2009
1522,vut,2010
1523,vut,2011
5437,ven,1960
5403,ven,1961
5650,ven,1962
5660,ven,1963
6070,ven,1964
6108,ven,1965
5997,ven,1966
5969,ven,1967
6204,ven,1968
6048,ven,1969
6303,ven,1970
6184,ven,1971
6054,ven,1972
6266,ven,1973
6177,ven,1974
6138,ven,1975
6383,ven,1976
6548,ven,1977
6473,ven,1978
6308,ven,1979
5841,ven,1980
5620,ven,1981
5340,ven,1982
4992,ven,1983
4923,ven,1984
4801,ven,1985
4981,ven,1986
5031,ven,1987
5195,ven,1988
4637,ven,1989
4823,ven,1990
5176,ven,1991
5367,ven,1992
5264,ven,1993
5030,ven,1994
5120,ven,1995
5005,ven,1996
5218,ven,1997
5132,ven,1998
4734,ven,1999
4819,ven,2000
4891,ven,2001
4377,ven,2002
3966,ven,2003
4610,ven,2004
5000,ven,2005
5401,ven,2006
5778,ven,2007
5984,ven,2008
5701,ven,2009
5528,ven,2010
5672,ven,2011
1229,pse,1994
1246,pse,1995
1226,pse,1996
1320,pse,1997
1429,pse,1998
1501,pse,1999
1369,pse,2000
1127,pse,2001
978.6,pse,2002
1003,pse,2003
1029,pse,2004
1056,pse,2005
198.5,vnm,1984
202,vnm,1985
202.8,vnm,1986
205,vnm,1987
210.4,vnm,1988
220.6,vnm,1989
227.5,vnm,1990
236.7,vnm,1991
252.6,vnm,1992
268.3,vnm,1993
287.1,vnm,1994
309.4,vnm,1995
332.9,vnm,1996
354.5,vnm,1997
369.2,vnm,1998
381.1,vnm,1999
401.5,vnm,2000
423.8,vnm,2001
448.6,vnm,2002
476,vnm,2003
506.9,vnm,2004
543.4,vnm,2005
581.6,vnm,2006
624,vnm,2007
656.3,vnm,2008
684,vnm,2009
722.8,vnm,2010
757.4,vnm,2011
464.8,yem,1990
470.8,yem,1991
484.3,yem,1992
479.1,yem,1993
488,yem,1994
494.6,yem,1995
499,yem,1996
508.4,yem,1997
523.1,yem,1998
527.4,yem,1999
543.7,yem,2000
547.6,yem,2001
552.1,yem,2002
555.4,yem,2003
560,yem,2004
573.5,yem,2005
573.9,yem,2006
575.2,yem,2007
578.3,yem,2008
582.6,yem,2009
608.6,yem,2010
528.4,yem,2011
547.4,zmb,1960
538.9,zmb,1961
510.1,zmb,1962
511.2,zmb,1963
556.5,zmb,1964
629.6,zmb,1965
576.5,zmb,1966
603.3,zmb,1967
592.1,zmb,1968
571,zmb,1969
579.3,zmb,1970
559.8,zmb,1971
591,zmb,1972
565.7,zmb,1973
582,zmb,1974
549.9,zmb,1975
565,zmb,1976
521.8,zmb,1977
507.8,zmb,1978
476.6,zmb,1979
475.3,zmb,1980
488.3,zmb,1981
459.3,zmb,1982
436,zmb,1983
420.8,zmb,1984
414.4,zmb,1985
404.7,zmb,1986
403.1,zmb,1987
415.8,zmb,1988
400,zmb,1989
387.3,zmb,1990
377.2,zmb,1991
361.5,zmb,1992
376.7,zmb,1993
335.7,zmb,1994
317.9,zmb,1995
331,zmb,1996
332.6,zmb,1997
317.6,zmb,1998
316,zmb,1999
318.9,zmb,2000
326.6,zmb,2001
329.7,zmb,2002
338.9,zmb,2003
349.1,zmb,2004
359.1,zmb,2005
372.1,zmb,2006
385.1,zmb,2007
396.3,zmb,2008
410.3,zmb,2009
434.7,zmb,2010
443.9,zmb,2011
389,zwe,1960
